lcsc,Assembly Type,Assembly Type Batch,Assembly Process,Min Order Qty,Attrition Qty,Special Component Fee,Component Library Type,Describe
283531,smtWeld,smtWeld,SMT,2,0,0.0,expand,
285162,smtWeld,smtWeld,SMT,5,5,0.0,expand,
304524,smtWeld,smtWeld,SMT,5,5,0.0,expand,
304537,smtWeld,smtWeld,SMT,5,5,0.0,expand,
305729,manualWeld,manualWeld,THT,5,0,0.0,expand,
310176,smtWeld,smtWeld,SMT,20,10,0.0,expand,
321240,smtWeld,smtWeld,SMT,5,5,0.0,expand,
322578,smtWeld,smtWeld,SMT,5,5,0.0,expand,
327472,smtWeld,smtWeld,SMT,5,0,0.0,expand,
329916,manualWeld,manualWeld,THT,5,5,0.0,expand,"1 PNP Pre-Biased 2.86kΩ 200MHz 200mW 2V@20mA,300mV 300mV@100uA,5V 300mV@50mA,2.5mA 5.5 500mA 56 PNP SOT-23 Digital Transistors ROHS"
361097,manualWeld,manualWeld,THT,5,0,0.0,expand,"-40℃~+85℃ 0.25ns@5V,50pF 3uA 4.75V~5.25V 8/4 Output enable high-impedance、Tri-state output Single Supply SSOP-16-150mil Signal Switches, Multiplexers, Decoders ROHS"
361363,manualWeld,manualWeld,THT,5,0,0.0,expand,
367564,smtWeld,smtWeld,SMT,5,5,0.0,expand,
367578,smtWeld,smtWeld,SMT,5,5,0.0,expand,0201 Chip Resistor - Surface Mount ROHS
370937,manualWeld,manualWeld,THT,5,5,0.0,expand,
378971,manualWeld,manualWeld,THT,5,0,0.0,expand,
379003,manualWeld,manualWeld,THT,2,0,0.0,expand,
383243,smtWeld,smtWeld,SMT,5,2,0.0,expand,-55℃~+150℃ 1 N-channel 10nC@4.5V 150pF 17mΩ@4.5V 1V 20V 25pF 6.4A 95pF N-Channel SOT-23 MOSFETs ROHS
384824,smtWeld,smtWeld,SMT,5,5,0.0,expand,
384827,smtWeld,smtWeld,SMT,5,5,0.0,expand,
385065,smtWeld,smtWeld,SMT,5,1,0.0,expand,
396043,manualWeld,manualWeld,THT,2,0,0.0,expand,
397223,manualWeld,manualWeld,THT,1,0,0.0,expand,
397944,manualWeld,manualWeld,THT,5,5,0.0,expand,
397971,smtWeld,smtWeld,SMT,5,0,0.0,expand,
399657,manualWeld,manualWeld,THT,5,5,0.0,expand,
399682,manualWeld,manualWeld,THT,2,0,0.0,expand,
405192,manualWeld,manualWeld,THT,5,5,0.0,expand,
412240,manualWeld,manualWeld,THT,5,5,0.0,expand,
415358,manualWeld,manualWeld,THT,5,5,0.0,expand,
415472,manualWeld,manualWeld,THT,5,5,0.0,expand,
422652,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+155℃ 120Ω 200V 250mW Thick Film Resistor ±0.5% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
423785,smtWeld,smtWeld,SMT,5,5,0.0,expand,
428744,smtWeld,smtWeld,SMT,5,0,0.0,expand,
433166,manualWeld,manualWeld,THT,5,5,0.0,expand,
437258,smtWeld,smtWeld,SMT,1,0,0.0,expand,Interrupt response、RTC and timer、Low-power mode、High-speed peripheral interface、Hardware MAC acceleration、DMA data transfer LQFP-144(20x20) Digital Signal Processors (DSP/DSC) ROHS
437280,manualWeld,manualWeld,THT,5,0,0.0,expand,
437282,manualWeld,manualWeld,THT,5,0,0.0,expand,
438046,smtWeld,smtWeld,SMT,5,2,0.0,expand,-65℃~+150℃ 1uA 400V 400W@10/1000us 494V 600mA 648V TVS SMA ESD and Surge Protection (TVS/ESD) ROHS
440254,manualWeld,manualWeld,THT,1,0,0.0,expand,
442695,manualWeld,manualWeld,THT,5,5,0.0,expand,
444974,manualWeld,manualWeld,THT,5,0,0.0,expand,-40℃~+125℃@(Ta) 1.225V 100ppm/℃ 12mA 20uVrms 60uA Fixed Parallel ±1% SC-70-5 Voltage Reference ROHS
445508,manualWeld,manualWeld,THT,5,0,0.0,expand,-65℃~+175℃ 1 Pair Common Cathode 100uA@200V 200V 3A 80A 850mV@3A TO-252(DPAK) Super Barrier Rectifiers (SBR) ROHS
445697,smtWeld,smtWeld,SMT,5,2,0.0,expand,
445749,smtWeld,smtWeld,SMT,20,10,0.0,expand,
453770,smtWeld,smtWeld,SMT,20,10,0.0,expand,
454916,smtWeld,smtWeld,SMT,1,0,0.0,expand,
455148,smtWeld,smtWeld,SMT,5,0,0.0,expand,
457758,smtWeld,smtWeld,SMT,5,0,0.0,expand,
460348,smtWeld,smtWeld,SMT,5,0,0.0,expand,
460636,smtWeld,smtWeld,SMT,5,0,0.0,expand,
460640,manualWeld,manualWeld,THT,5,5,0.0,expand,
460641,manualWeld,manualWeld,THT,5,5,0.0,expand,
460644,manualWeld,manualWeld,THT,5,5,0.0,expand,
460659,manualWeld,manualWeld,THT,5,0,0.0,expand,
460671,manualWeld,manualWeld,THT,5,5,0.0,expand,
461024,manualWeld,manualWeld,THT,5,0,0.0,expand,
461056,smtWeld,smtWeld,SMT,5,0,0.0,expand,
461066,manualWeld,manualWeld,THT,5,5,0.0,expand,
461114,smtWeld,smtWeld,SMT,1,0,0.0,expand,
461140,smtWeld,smtWeld,SMT,2,0,0.0,expand,
461595,manualWeld,manualWeld,THT,5,0,0.0,expand,
462849,smtWeld,smtWeld,SMT,5,0,0.0,expand,
463099,smtWeld,smtWeld,SMT,5,2,0.0,expand,
463456,smtWeld,smtWeld,SMT,1,0,0.0,expand,
463837,smtWeld,smtWeld,SMT,5,0,0.0,expand,
463863,smtWeld,smtWeld,SMT,5,0,0.0,expand,
463873,smtWeld,smtWeld,SMT,5,2,0.0,expand,
464080,smtWeld,smtWeld,SMT,5,2,0.0,expand,
464238,smtWeld,smtWeld,SMT,1,0,0.0,expand,
476315,smtWeld,smtWeld,SMT,1,0,0.0,expand,"-40℃~+125℃ 100dB 10pA 11V/us 1pA 2.7nV/√Hz@10kHz 220mA 28MHz 3.7mA 400nV/℃ 50uV Built-in compensation、Overvoltage protection、Reverse-phase input protection Rail-to-Rail Input, Rail-to-Rail Output SOP-8 Precision Op Amps ROHS"
476344,smtWeld,smtWeld,SMT,1,0,0.0,expand,
476345,smtWeld,smtWeld,SMT,5,0,0.0,expand,
476384,smtWeld,smtWeld,SMT,2,0,0.0,expand,
476389,manualWeld,manualWeld,THT,5,0,0.0,expand,
495216,manualWeld,manualWeld,THT,5,0,0.0,expand,
502957,manualWeld,manualWeld,THT,5,0,0.0,expand,
502966,manualWeld,manualWeld,THT,5,0,0.0,expand,
504067,smtWeld,smtWeld,SMT,5,0,0.0,expand,
504121,smtWeld,smtWeld,SMT,1,0,0.0,expand,
504175,manualWeld,manualWeld,THT,5,5,0.0,expand,
505844,manualWeld,manualWeld,THT,2,0,0.0,expand,"1 15A 1x4P 300V 4 4P 5.08mm Board Side/Socket - Closed Green Right-Angle 弯插,P=5.08mm Pluggable System Terminal Block ROHS"
505846,manualWeld,manualWeld,THT,2,0,0.0,expand,
506093,manualWeld,manualWeld,THT,5,5,0.0,expand,
506095,smtWeld,smtWeld,SMT,5,0,0.0,expand,
506096,smtWeld,smtWeld,SMT,5,0,0.0,expand,
506107,smtWeld,smtWeld,SMT,5,2,0.0,expand,
506139,manualWeld,manualWeld,THT,5,0,0.0,expand,
506152,manualWeld,manualWeld,THT,5,0,0.0,expand,
506154,manualWeld,manualWeld,THT,5,0,0.0,expand,
506159,manualWeld,manualWeld,THT,5,5,0.0,expand,
509024,smtWeld,smtWeld,SMT,1,0,0.0,expand,
510544,smtWeld,smtWeld,SMT,5,2,0.0,expand,
511329,smtWeld,smtWeld,SMT,1,0,0.0,expand,
511850,smtWeld,smtWeld,SMT,1,0,0.0,expand,
514059,manualWeld,manualWeld,THT,5,5,0.0,expand,
516597,smtWeld,smtWeld,SMT,1,0,0.0,expand,
517951,smtWeld,smtWeld,SMT,1,0,0.0,expand,
522629,manualWeld,manualWeld,THT,5,0,0.0,expand,"SMD,4.5x3.2mm Gas Discharge Tube Arresters (GDT) ROHS"
522897,manualWeld,manualWeld,THT,5,5,0.0,expand,
522902,manualWeld,manualWeld,THT,5,0,0.0,expand,
522904,manualWeld,manualWeld,THT,5,0,0.0,expand,
522909,manualWeld,manualWeld,THT,5,0,0.0,expand,
522911,manualWeld,manualWeld,THT,5,0,0.0,expand,
522989,manualWeld,manualWeld,THT,5,5,0.0,expand,
522991,manualWeld,manualWeld,THT,5,0,0.0,expand,
523554,manualWeld,manualWeld,THT,5,5,0.0,expand,
525756,manualWeld,manualWeld,THT,5,0,0.0,expand,
525759,manualWeld,manualWeld,THT,5,0,0.0,expand,
526686,manualWeld,manualWeld,THT,5,5,0.0,expand,
526810,smtWeld,smtWeld,SMT,2,0,0.0,expand,-55℃~+150℃ 1 PNP 176MHz 1nA 2.4W 20V 47mV 6A 8.2V 900 PNP SOT-89 Bipolar (BJT) ROHS
556902,manualWeld,manualWeld,THT,5,0,0.0,expand,
576679,smtWeld,smtWeld,SMT,20,10,0.0,expand,
576691,smtWeld,smtWeld,SMT,5,5,0.0,expand,100pF 16V X7R ±10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
576692,smtWeld,smtWeld,SMT,20,10,0.0,expand,150pF 16V X7R ±10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
576982,smtWeld,smtWeld,SMT,20,6,0.0,expand,10pF 1kV ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
596472,manualWeld,manualWeld,THT,5,5,0.0,expand,
604252,manualWeld,manualWeld,THT,1,0,0.0,expand,
616197,manualWeld,manualWeld,THT,5,5,0.0,expand,
619638,manualWeld,manualWeld,THT,5,0,0.0,expand,
619639,manualWeld,manualWeld,THT,5,5,0.0,expand,
619645,manualWeld,manualWeld,THT,5,5,0.0,expand,
619777,manualWeld,manualWeld,THT,5,0,0.0,expand,
619836,smtWeld,smtWeld,SMT,5,0,0.0,expand,
619919,manualWeld,manualWeld,THT,5,5,0.0,expand,
619945,manualWeld,manualWeld,THT,5,5,0.0,expand,
619967,manualWeld,manualWeld,THT,5,0,0.0,expand,
619969,manualWeld,manualWeld,THT,5,0,0.0,expand,
619970,manualWeld,manualWeld,THT,5,5,0.0,expand,
619992,manualWeld,manualWeld,THT,5,0,0.0,expand,"-40℃~+85℃ 1,000,000 cycles 2.5V~5.5V 200 Years 400kHz 5ms 8Kbit Hardware write protection function、Noise suppression function I2C TSSOP-8 EEPROM ROHS"
622380,manualWeld,manualWeld,THT,5,0,0.0,expand,
625093,smtWeld,smtWeld,SMT,1,0,0.0,expand,
625383,smtWeld,smtWeld,SMT,1,0,0.0,expand,
625804,manualWeld,manualWeld,THT,5,0,0.0,expand,
625862,manualWeld,manualWeld,THT,5,0,0.0,expand,
625863,manualWeld,manualWeld,THT,5,0,0.0,expand,
625984,manualWeld,manualWeld,THT,5,0,0.0,expand,
625985,manualWeld,manualWeld,THT,5,0,0.0,expand,
626101,manualWeld,manualWeld,THT,5,5,0.0,expand,
626105,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626125,manualWeld,manualWeld,THT,5,0,0.0,expand,
626134,manualWeld,manualWeld,THT,5,0,0.0,expand,
626140,manualWeld,manualWeld,THT,5,5,0.0,expand,
626155,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626156,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626157,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626158,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626161,smtWeld,smtWeld,SMT,1,0,0.0,expand,
626166,manualWeld,manualWeld,THT,5,5,0.0,expand,
626167,manualWeld,manualWeld,THT,5,0,0.0,expand,
626168,manualWeld,manualWeld,THT,5,0,0.0,expand,
626169,manualWeld,manualWeld,THT,5,0,0.0,expand,
626170,manualWeld,manualWeld,THT,5,0,0.0,expand,
626171,manualWeld,manualWeld,THT,5,0,0.0,expand,
626172,manualWeld,manualWeld,THT,5,0,0.0,expand,
626173,manualWeld,manualWeld,THT,5,0,0.0,expand,
626174,manualWeld,manualWeld,THT,5,0,0.0,expand,
626175,manualWeld,manualWeld,THT,5,0,0.0,expand,-40℃~+125℃@(TJ) 1 140ms 4.1V Active Low Open Drain Simple Reset/Power-On Reset SOT-23-3 Supervisor and Reset ICs ROHS
626178,manualWeld,manualWeld,THT,5,5,0.0,expand,
626179,smtWeld,smtWeld,SMT,5,0,0.0,expand,-40℃~+125℃@(TJ) 1 20ms 4.38V Active Low Open Drain Simple Reset/Power-On Reset SOT-23-3 Supervisor and Reset ICs ROHS
626180,manualWeld,manualWeld,THT,5,0,0.0,expand,
626182,manualWeld,manualWeld,THT,5,0,0.0,expand,
626183,manualWeld,manualWeld,THT,5,0,0.0,expand,
626184,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626185,manualWeld,manualWeld,THT,5,0,0.0,expand,
626186,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626187,manualWeld,manualWeld,THT,5,5,0.0,expand,
626188,manualWeld,manualWeld,THT,5,5,0.0,expand,
626191,manualWeld,manualWeld,THT,5,0,0.0,expand,
626193,smtWeld,smtWeld,SMT,1,0,0.0,expand,
626195,manualWeld,manualWeld,THT,5,0,0.0,expand,
626201,manualWeld,manualWeld,THT,5,0,0.0,expand,
626209,manualWeld,manualWeld,THT,5,0,0.0,expand,
626219,smtWeld,smtWeld,SMT,1,0,0.0,expand,
626221,manualWeld,manualWeld,THT,5,5,0.0,expand,
626222,manualWeld,manualWeld,THT,5,5,0.0,expand,
626223,manualWeld,manualWeld,THT,5,0,0.0,expand,
626224,manualWeld,manualWeld,THT,5,5,0.0,expand,
626225,manualWeld,manualWeld,THT,5,0,0.0,expand,
626226,manualWeld,manualWeld,THT,5,0,0.0,expand,
626252,smtWeld,smtWeld,SMT,5,0,0.0,expand,
626253,manualWeld,manualWeld,THT,5,0,0.0,expand,SOT-23-5 Power Management - Specialized ROHS
626336,manualWeld,manualWeld,THT,5,5,0.0,expand,
626341,manualWeld,manualWeld,THT,5,5,0.0,expand,
626345,manualWeld,manualWeld,THT,5,0,0.0,expand,
626346,manualWeld,manualWeld,THT,5,0,0.0,expand,
626347,manualWeld,manualWeld,THT,5,5,0.0,expand,
626351,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626354,manualWeld,manualWeld,THT,5,5,0.0,expand,
626355,manualWeld,manualWeld,THT,5,5,0.0,expand,
626356,manualWeld,manualWeld,THT,5,0,0.0,expand,
626360,manualWeld,manualWeld,THT,5,0,0.0,expand,
626380,manualWeld,manualWeld,THT,5,5,0.0,expand,"-40℃~+125℃@(Tj) 1 1.8V 120mV@(50mA) 50mA 6.5V 64dB@(1kHz) 80uA Fixed Over Current Protection、Over Temperature Protection、Enable Positive SOT-23-5 Voltage Regulators - Linear, Low Drop Out (LDO) Regulators ROHS"
626381,manualWeld,manualWeld,THT,5,0,0.0,expand,
626382,manualWeld,manualWeld,THT,5,0,0.0,expand,
626383,manualWeld,manualWeld,THT,5,5,0.0,expand,
626384,manualWeld,manualWeld,THT,5,0,0.0,expand,
626385,manualWeld,manualWeld,THT,5,0,0.0,expand,
626388,manualWeld,manualWeld,THT,5,0,0.0,expand,
626391,manualWeld,manualWeld,THT,5,5,0.0,expand,
626393,manualWeld,manualWeld,THT,5,0,0.0,expand,
626394,manualWeld,manualWeld,THT,5,0,0.0,expand,
626395,manualWeld,manualWeld,THT,5,0,0.0,expand,
626396,manualWeld,manualWeld,THT,5,0,0.0,expand,
626397,manualWeld,manualWeld,THT,5,0,0.0,expand,
626398,manualWeld,manualWeld,THT,5,5,0.0,expand,
626399,manualWeld,manualWeld,THT,5,0,0.0,expand,
626402,manualWeld,manualWeld,THT,5,0,0.0,expand,
626403,manualWeld,manualWeld,THT,5,0,0.0,expand,
626404,manualWeld,manualWeld,THT,5,5,0.0,expand,
626405,manualWeld,manualWeld,THT,5,0,0.0,expand,
626406,manualWeld,manualWeld,THT,5,5,0.0,expand,
626407,manualWeld,manualWeld,THT,5,0,0.0,expand,
626408,manualWeld,manualWeld,THT,5,0,0.0,expand,
626409,manualWeld,manualWeld,THT,5,0,0.0,expand,
626410,manualWeld,manualWeld,THT,5,5,0.0,expand,
626411,manualWeld,manualWeld,THT,5,0,0.0,expand,
626412,manualWeld,manualWeld,THT,5,0,0.0,expand,
626413,manualWeld,manualWeld,THT,5,5,0.0,expand,
626414,manualWeld,manualWeld,THT,5,0,0.0,expand,"-40℃~+125℃@(Tj) 1 100mA 2.7V 250mV@(100mA) 64dB@(1kHz) 6V 80uA Fixed Over Current Protection、Over Temperature Protection、Enable Positive SOT-23-6 Voltage Regulators - Linear, Low Drop Out (LDO) Regulators ROHS"
626415,manualWeld,manualWeld,THT,5,0,0.0,expand,
626417,manualWeld,manualWeld,THT,5,0,0.0,expand,
626418,manualWeld,manualWeld,THT,5,5,0.0,expand,
626419,manualWeld,manualWeld,THT,5,5,0.0,expand,
626420,manualWeld,manualWeld,THT,5,0,0.0,expand,
626421,manualWeld,manualWeld,THT,5,5,0.0,expand,
626429,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626430,manualWeld,manualWeld,THT,5,0,0.0,expand,
626431,manualWeld,manualWeld,THT,5,5,0.0,expand,
626432,manualWeld,manualWeld,THT,5,0,0.0,expand,
626433,smtWeld,smtWeld,SMT,1,0,0.0,expand,"-40℃~+125℃@(Tj) 1 150mA 400mV@(100mA) 4V 6V 80uA 9dB@(1kHz) Fixed Over Current Protection、Over Temperature Protection、Enable Positive SOT-23-5 Voltage Regulators - Linear, Low Drop Out (LDO) Regulators ROHS"
626435,manualWeld,manualWeld,THT,5,5,0.0,expand,
626436,manualWeld,manualWeld,THT,5,0,0.0,expand,
626437,manualWeld,manualWeld,THT,5,5,0.0,expand,
626438,manualWeld,manualWeld,THT,5,0,0.0,expand,
626439,manualWeld,manualWeld,THT,5,0,0.0,expand,
626440,manualWeld,manualWeld,THT,5,0,0.0,expand,
626441,smtWeld,smtWeld,SMT,1,0,0.0,expand,
626442,manualWeld,manualWeld,THT,5,0,0.0,expand,
626443,manualWeld,manualWeld,THT,5,0,0.0,expand,
626444,manualWeld,manualWeld,THT,5,5,0.0,expand,
626453,manualWeld,manualWeld,THT,5,0,0.0,expand,
626454,manualWeld,manualWeld,THT,5,0,0.0,expand,
626455,manualWeld,manualWeld,THT,5,0,0.0,expand,
626456,manualWeld,manualWeld,THT,5,0,0.0,expand,
626457,manualWeld,manualWeld,THT,5,0,0.0,expand,
626458,manualWeld,manualWeld,THT,5,0,0.0,expand,
626459,manualWeld,manualWeld,THT,5,0,0.0,expand,
626460,manualWeld,manualWeld,THT,5,0,0.0,expand,
626461,manualWeld,manualWeld,THT,5,0,0.0,expand,
626462,manualWeld,manualWeld,THT,5,5,0.0,expand,
626463,manualWeld,manualWeld,THT,5,0,0.0,expand,"-40℃~+125℃@(Tj) 1 100mA 2.5V 250mV@(100mA) 64dB@(1kHz) 6V 80uA Fixed Over Current Protection、Over Temperature Protection、Enable Positive SOT-23-5 Voltage Regulators - Linear, Low Drop Out (LDO) Regulators ROHS"
626464,manualWeld,manualWeld,THT,5,5,0.0,expand,
626465,manualWeld,manualWeld,THT,5,0,0.0,expand,
626466,manualWeld,manualWeld,THT,5,0,0.0,expand,
626467,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626468,manualWeld,manualWeld,THT,5,0,0.0,expand,"-40℃~+125℃@(Tj) 1 100mA 250mV@(100mA) 3V 64dB@(1kHz) 6V 80uA Fixed Over Current Protection、Over Temperature Protection Positive SOT-23-5 Voltage Regulators - Linear, Low Drop Out (LDO) Regulators ROHS"
626469,manualWeld,manualWeld,THT,5,0,0.0,expand,
626470,manualWeld,manualWeld,THT,5,0,0.0,expand,
626471,manualWeld,manualWeld,THT,5,0,0.0,expand,
626472,manualWeld,manualWeld,THT,5,0,0.0,expand,
626489,smtWeld,smtWeld,SMT,1,0,0.0,expand,
626513,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626514,manualWeld,manualWeld,THT,5,0,0.0,expand,
626535,manualWeld,manualWeld,THT,5,0,0.0,expand,
626570,smtWeld,smtWeld,SMT,1,0,0.0,expand,-40℃~+85℃@(TA) 1 1uA 3V 700mV~10V Active Low Open-drain Voltage Detector SOT-23A-3 Supervisor and Reset ICs ROHS
626615,manualWeld,manualWeld,THT,5,0,0.0,expand,-40℃~+85℃@(Ta) 1 140ms 1V~5.5V 4V Active Low No No Push-pull Voltage Monitor SOT-23-3 Supervisor and Reset ICs ROHS
626616,manualWeld,manualWeld,THT,5,0,0.0,expand,
626618,manualWeld,manualWeld,THT,5,5,0.0,expand,
626620,manualWeld,manualWeld,THT,5,5,0.0,expand,
626623,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626625,smtWeld,smtWeld,SMT,2,0,0.0,expand,
626627,manualWeld,manualWeld,THT,5,0,0.0,expand,
626629,manualWeld,manualWeld,THT,5,0,0.0,expand,
626630,manualWeld,manualWeld,THT,5,0,0.0,expand,
626631,manualWeld,manualWeld,THT,5,0,0.0,expand,
626632,manualWeld,manualWeld,THT,5,5,0.0,expand,
626633,manualWeld,manualWeld,THT,5,5,0.0,expand,
626634,manualWeld,manualWeld,THT,5,0,0.0,expand,
626635,manualWeld,manualWeld,THT,5,0,0.0,expand,
626636,manualWeld,manualWeld,THT,5,0,0.0,expand,
626637,manualWeld,manualWeld,THT,5,5,0.0,expand,
626638,manualWeld,manualWeld,THT,5,0,0.0,expand,
626639,manualWeld,manualWeld,THT,5,0,0.0,expand,
626640,manualWeld,manualWeld,THT,5,0,0.0,expand,
626642,manualWeld,manualWeld,THT,5,5,0.0,expand,
626643,manualWeld,manualWeld,THT,5,0,0.0,expand,
626644,smtWeld,smtWeld,SMT,2,0,0.0,expand,-40℃~+85℃@(Ta) 1 140ms 1V~5.5V 4.38V 9uA Active High No No Push-pull Voltage Monitor SOT-23-3 Supervisor and Reset ICs ROHS
626645,manualWeld,manualWeld,THT,5,0,0.0,expand,
626646,manualWeld,manualWeld,THT,5,0,0.0,expand,
626647,manualWeld,manualWeld,THT,5,5,0.0,expand,
626648,manualWeld,manualWeld,THT,5,0,0.0,expand,
626649,manualWeld,manualWeld,THT,5,0,0.0,expand,
625515,smtWeld,smtWeld,SMT,1,0,0.0,expand,
625577,manualWeld,manualWeld,THT,5,0,0.0,expand,
627644,smtWeld,smtWeld,SMT,1,0,0.0,expand,
627908,smtWeld,smtWeld,SMT,1,0,0.0,expand,SOIC-8 Power Management - Specialized ROHS
629193,smtWeld,smtWeld,SMT,1,0,0.0,expand,-55℃~+150℃ 1 N-channel 1.5Ω@10V 1.6W 100V 125pF 2V 3A SOT-89-3 MOSFETs ROHS
631978,manualWeld,manualWeld,THT,5,0,0.0,expand,
631980,manualWeld,manualWeld,THT,5,5,0.0,expand,
631981,manualWeld,manualWeld,THT,5,0,0.0,expand,
631982,manualWeld,manualWeld,THT,5,5,0.0,expand,
631986,manualWeld,manualWeld,THT,5,0,0.0,expand,
631988,manualWeld,manualWeld,THT,5,5,0.0,expand,TO-92-3 Power Management - Specialized ROHS
632002,manualWeld,manualWeld,THT,5,5,0.0,expand,
633090,manualWeld,manualWeld,THT,5,0,0.0,expand,
633093,manualWeld,manualWeld,THT,5,0,0.0,expand,
633105,manualWeld,manualWeld,THT,5,0,0.0,expand,"-40℃~+125℃@(Tj) 1 1.2V 200uVrms 300mA 5.5V 70dB@(1kHz) Fixed Over Current Protection、Over Temperature Protection、Enable Positive XDFN-6-EP(1.2x1.2) Voltage Regulators - Linear, Low Drop Out (LDO) Regulators ROHS"
633109,manualWeld,manualWeld,THT,5,0,0.0,expand,
633115,manualWeld,manualWeld,THT,5,0,0.0,expand,
633148,manualWeld,manualWeld,THT,5,5,0.0,expand,
633150,manualWeld,manualWeld,THT,5,5,0.0,expand,
633152,manualWeld,manualWeld,THT,5,0,0.0,expand,
633158,manualWeld,manualWeld,THT,5,5,0.0,expand,
633169,manualWeld,manualWeld,THT,5,5,0.0,expand,
633172,manualWeld,manualWeld,THT,5,0,0.0,expand,
633174,manualWeld,manualWeld,THT,5,0,0.0,expand,
633176,manualWeld,manualWeld,THT,5,0,0.0,expand,
633179,manualWeld,manualWeld,THT,5,0,0.0,expand,
633180,manualWeld,manualWeld,THT,5,5,0.0,expand,
636119,smtWeld,smtWeld,SMT,1,0,0.0,expand,
636122,smtWeld,smtWeld,SMT,1,0,0.0,expand,
636129,smtWeld,smtWeld,SMT,1,0,0.0,expand,
636277,smtWeld,smtWeld,SMT,1,0,0.0,expand,"-40℃~+85℃ 1 1.4V~6V 1.8uV/℃ 100kHz 170nV/√Hz@1kHz 1pA 1pA 20mA 3V/ms 3mV 600nA 80dB Decompensated stable、Enable/shutdown function Rail-to-Rail Input, Rail-to-Rail Output MSOP-8 Operational Amplifier ROHS"
636319,smtWeld,smtWeld,SMT,1,0,0.0,expand,
636347,smtWeld,smtWeld,SMT,1,0,0.0,expand,-40℃~+85℃ 1.5mV 1pA 2 3.3mV 4us 600nA Built-in hysteresis CMOS Rail-to-rail input MSOP-8 Comparators ROHS
637438,smtWeld,smtWeld,SMT,1,0,0.0,expand,
637507,smtWeld,smtWeld,SMT,1,0,0.0,expand,
637816,smtWeld,smtWeld,SMT,1,0,0.0,expand,
640423,manualWeld,manualWeld,THT,5,0,0.0,expand,
672118,smtWeld,smtWeld,SMT,2,0,0.0,expand,
672122,smtWeld,smtWeld,SMT,5,2,0.0,expand,
672152,smtWeld,smtWeld,SMT,1,0,0.0,expand,
672236,manualWeld,manualWeld,THT,5,0,0.0,expand,
672238,smtWeld,smtWeld,SMT,2,0,0.0,expand,
672361,manualWeld,manualWeld,THT,5,0,0.0,expand,
672375,smtWeld,smtWeld,SMT,1,0,0.0,expand,
672381,manualWeld,manualWeld,THT,5,5,0.0,expand,
674577,manualWeld,manualWeld,THT,5,0,0.0,expand,
691930,smtWeld,smtWeld,SMT,1,0,0.0,expand,
691970,smtWeld,smtWeld,SMT,1,0,0.0,expand,
695003,manualWeld,manualWeld,THT,5,0,0.0,expand,
702910,smtWeld,smtWeld,SMT,1,0,0.0,expand,-55℃~+175℃ 10uA 124A@10/1000us 33V 40.6V 53.3V 6.6kW@10/1000us TVS Unidirectional DO-218AB ESD and Surge Protection (TVS/ESD) ROHS
702913,smtWeld,smtWeld,SMT,5,4,0.0,expand,
702914,manualWeld,manualWeld,THT,5,5,0.0,expand,
702916,smtWeld,smtWeld,SMT,5,4,0.0,expand,-55℃~+125℃ 1 15pF 36V 430W@8/20us 45V 5.5A@8/20us 500nA 78V IEC 61000-4-2、IEC 61000-4-5、IEC 61000-4-4 TVS DFN1006-2L ESD and Surge Protection (TVS/ESD) ROHS
712491,manualWeld,manualWeld,THT,5,5,0.0,expand,
717876,smtWeld,smtWeld,SMT,5,0,0.0,expand,
719438,smtWeld,smtWeld,SMT,5,2,0.0,expand,
719440,manualWeld,manualWeld,THT,5,0,0.0,expand,
719444,manualWeld,manualWeld,THT,5,5,0.0,expand,
719455,manualWeld,manualWeld,THT,5,0,0.0,expand,
719464,manualWeld,manualWeld,THT,5,0,0.0,expand,
773397,manualWeld,manualWeld,THT,5,0,0.0,expand,
776192,smtWeld,smtWeld,SMT,5,1,0.0,expand,
777076,smtWeld,smtWeld,SMT,5,2,0.0,expand,
780765,manualWeld,manualWeld,THT,5,0,0.0,expand,
780896,manualWeld,manualWeld,THT,5,0,0.0,expand,
841356,manualWeld,manualWeld,THT,2,0,0.0,expand,
882958,smtWeld,smtWeld,SMT,20,10,0.0,expand,
908007,smtWeld,smtWeld,SMT,20,10,0.0,expand,
915920,smtWeld,smtWeld,SMT,5,2,0.0,expand,
915921,smtWeld,smtWeld,SMT,5,2,0.0,expand,
916001,smtWeld,smtWeld,SMT,1,0,0.0,expand,
