lcsc,Assembly Type,Assembly Type Batch,Assembly Process,Min Order Qty,Attrition Qty,Special Component Fee,Component Library Type,Describe
2986164,manualWeld,manualWeld,THT,2,1,0.0,expand,
2986199,smtWeld,smtWeld,SMT,5,2,0.0,expand,
2987356,manualWeld,manualWeld,THT,2,0,0.0,expand,
2990124,smtWeld,smtWeld,SMT,2,1,0.0,expand,
2990261,smtWeld,smtWeld,SMT,2,0,0.0,expand,
2990414,smtWeld,smtWeld,SMT,2,0,0.0,expand,
2990416,smtWeld,smtWeld,SMT,2,0,0.0,expand,
2990473,smtWeld,smtWeld,SMT,15,8,0.0,expand,
2990493,smtWeld,smtWeld,SMT,15,5,0.0,expand,
2990917,manualWeld,manualWeld,THT,2,0,0.0,expand,
2991058,manualWeld,manualWeld,THT,2,0,0.0,expand,
2991080,manualWeld,manualWeld,THT,2,0,0.0,expand,
2991336,smtWeld,smtWeld,SMT,20,6,0.0,expand,
2991347,smtWeld,smtWeld,SMT,20,6,0.0,expand,
2991405,smtWeld,smtWeld,SMT,20,6,0.0,expand,
2991699,smtWeld,smtWeld,SMT,5,4,0.0,expand,-10℃~+120℃ 0.5mm 0.5mm 1mm 0402 NTC Thermistors ROHS
2992088,manualWeld,manualWeld,THT,2,2,0.0,expand,
2992099,smtWeld,smtWeld,SMT,5,2,0.0,expand,
2997462,manualWeld,manualWeld,THT,1,0,0.0,expand,
2998107,smtWeld,smtWeld,SMT,20,6,0.0,expand,
2999518,smtWeld,smtWeld,SMT,5,2,0.0,expand,
2999529,smtWeld,smtWeld,SMT,5,2,0.0,expand,
2999735,smtWeld,smtWeld,SMT,2,0,0.0,expand,
3000843,manualWeld,manualWeld,THT,2,2,0.0,expand,
3001945,smtWeld,smtWeld,SMT,20,6,0.0,expand,
3003234,manualWeld,manualWeld,THT,2,1,0.0,expand,
3007649,smtWeld,smtWeld,SMT,5,0,0.0,expand,
3007708,smtWeld,smtWeld,SMT,2,0,0.0,expand,
3008058,smtWeld,smtWeld,SMT,5,2,0.0,expand,
3008224,manualWeld,manualWeld,THT,2,0,0.0,expand,
3008226,manualWeld,manualWeld,THT,2,0,0.0,expand,
3008229,manualWeld,manualWeld,THT,2,0,0.0,expand,
3008278,manualWeld,manualWeld,THT,2,0,0.0,expand,
3008294,manualWeld,manualWeld,THT,5,5,0.0,expand,"-40℃~+125℃ 250V 4.7nF Y2 ±20% 插件,P=7.5mm Safety Capacitors ROHS"
3008295,manualWeld,manualWeld,THT,2,0,0.0,expand,"-40℃~+125℃ 250V 4.7nF Y2 ±20% 插件,P=7.5mm Safety Capacitors ROHS"
3008298,manualWeld,manualWeld,THT,5,5,0.0,expand,
3013473,smtWeld,smtWeld,SMT,5,0,0.0,expand,
3015179,smtWeld,smtWeld,SMT,15,4,0.0,expand,
3015222,smtWeld,smtWeld,SMT,15,4,0.0,expand,
3015599,manualWeld,manualWeld,THT,2,0,0.0,expand,
3017488,smtWeld,smtWeld,SMT,20,10,0.0,expand,
3017667,smtWeld,smtWeld,SMT,5,5,0.0,expand,
3017916,smtWeld,smtWeld,SMT,5,5,0.0,expand,
3018491,smtWeld,smtWeld,SMT,10,4,0.0,expand,
3019524,smtWeld,smtWeld,SMT,5,4,0.0,expand,
7420316,smtWeld,smtWeld,SMT,5,4,0.0,expand,
7420317,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420318,smtWeld,smtWeld,SMT,15,10,0.0,expand,
7420319,smtWeld,smtWeld,SMT,20,10,0.0,expand,-55℃~+150℃ 1.25V@150mA 100V 150mA 1uA@75V 200mW 2A 4ns Independent SOD-323 Switching Diodes ROHS
7420320,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420321,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420322,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420323,smtWeld,smtWeld,SMT,10,4,0.0,expand,
7420324,smtWeld,smtWeld,SMT,10,4,0.0,expand,
7420325,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420326,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7420327,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420328,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420329,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420330,smtWeld,smtWeld,SMT,20,12,0.0,expand,
7420331,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420332,smtWeld,smtWeld,SMT,15,4,0.0,expand,
7420333,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420334,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420335,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420336,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420337,smtWeld,smtWeld,SMT,10,5,0.0,expand,-55℃~+150℃ 1 NPN 100MHz 100mA 100nA 200mW 420 45V 500mV 6V NPN SOT-23 Bipolar (BJT) ROHS
7420338,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420339,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420340,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420341,smtWeld,smtWeld,SMT,20,3,0.0,expand,
7420342,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420343,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420344,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420345,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420346,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420347,smtWeld,smtWeld,SMT,5,4,0.0,expand,
7420348,smtWeld,smtWeld,SMT,5,4,0.0,expand,
7420349,smtWeld,smtWeld,SMT,5,4,0.0,expand,
7420350,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420351,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420352,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420353,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420354,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420355,smtWeld,smtWeld,SMT,10,4,0.0,expand,
7420356,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420357,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420358,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420359,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420360,smtWeld,smtWeld,SMT,20,12,0.0,expand,
7420361,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7420362,smtWeld,smtWeld,SMT,20,8,0.0,expand,-55℃~+150℃ 200uA@40V 2A 40V 50A 550mV@2A Independent SMA(DO-214AC) Schottky Diodes ROHS
7420363,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7420364,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7420365,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7420366,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7420367,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7420368,smtWeld,smtWeld,SMT,5,4,0.0,expand,-55℃~+150℃ 100V 120A 50uA@100V 5A 850mV@5A Independent SMB Schottky Diodes ROHS
7420369,smtWeld,smtWeld,SMT,5,4,0.0,expand,
7420370,smtWeld,smtWeld,SMT,10,5,0.0,expand,
7420371,smtWeld,smtWeld,SMT,10,4,0.0,expand,
7420372,smtWeld,smtWeld,SMT,20,12,0.0,expand,
7420373,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7420374,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7420375,smtWeld,smtWeld,SMT,5,4,0.0,expand,
7420376,smtWeld,smtWeld,SMT,5,4,0.0,expand,-55℃~+150℃ 15V 1pF 4A 5V 5uA 6V 80W ESD Four channels IEC 61000-4-2、IEC 61000-4-5 Unidirectional SOT-23-6L ESD and Surge Protection (TVS/ESD) ROHS
7420377,smtWeld,smtWeld,SMT,5,4,0.0,base,
7502685,smtWeld,smtWeld,SMT,10,4,0.0,expand,
7502687,smtWeld,smtWeld,SMT,10,4,0.0,expand,
7502688,smtWeld,smtWeld,SMT,10,4,0.0,expand,
7502691,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7502692,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7502693,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7502694,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7502695,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7502697,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7502699,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7502701,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7502702,smtWeld,smtWeld,SMT,20,8,0.0,expand,
7502707,smtWeld,smtWeld,SMT,15,4,0.0,expand,
7502708,smtWeld,smtWeld,SMT,15,4,0.0,expand,
7502710,smtWeld,smtWeld,SMT,15,4,0.0,expand,
7502712,smtWeld,smtWeld,SMT,15,4,0.0,expand,
7502713,smtWeld,smtWeld,SMT,15,4,0.0,expand,
7502714,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7502715,smtWeld,smtWeld,SMT,15,4,0.0,expand,
7502716,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7502717,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7502718,smtWeld,smtWeld,SMT,20,6,0.0,expand,
7502720,smtWeld,smtWeld,SMT,20,10,0.0,expand,
7502726,smtWeld,smtWeld,SMT,10,4,0.0,expand,
7502730,smtWeld,smtWeld,SMT,10,4,0.0,expand,
18199086,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199087,smtWeld,smtWeld,SMT,15,10,0.0,expand,
18199088,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199090,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199093,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+150℃ 1A 1V@1A 2uA@50V 30A 50V Standalone SMA(DO-214AC) Diodes - General Purpose ROHS
18199095,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199098,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199100,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199101,smtWeld,smtWeld,SMT,5,2,0.0,expand,
18199102,smtWeld,smtWeld,SMT,5,2,0.0,expand,-55℃~+150℃ 100A 1V@3A 1kV 2uA@1000V 3A Standalone SMB Diodes - General Purpose ROHS
18199103,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199104,smtWeld,smtWeld,SMT,5,2,0.0,expand,
18199105,smtWeld,smtWeld,SMT,5,2,0.0,expand,
18199106,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199107,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199108,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199109,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199110,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199111,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199112,smtWeld,smtWeld,SMT,5,2,0.0,expand,
18199117,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199118,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199123,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199124,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199125,smtWeld,smtWeld,SMT,20,10,0.0,expand,
18199126,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199132,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199133,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199134,smtWeld,smtWeld,SMT,5,2,0.0,expand,
18199137,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+150℃ 1 Independent 1.7V@1A 1A 2uA@600V 30A 35ns 600V SOD-123FL Fast Recovery / High Efficiency Diodes ROHS
18199138,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199139,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199140,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+150℃ 1 Independent 1.3V@2A 2A 2uA@400V 35ns 400V 50A SMA(DO-214AC) Fast Recovery / High Efficiency Diodes ROHS
18199144,smtWeld,smtWeld,SMT,2,1,0.0,expand,
18199154,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199155,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199156,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199157,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199158,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199159,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199161,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199164,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199168,smtWeld,smtWeld,SMT,5,4,0.0,expand,
18199169,smtWeld,smtWeld,SMT,5,4,0.0,expand,
18199170,smtWeld,smtWeld,SMT,5,4,0.0,expand,
18199171,smtWeld,smtWeld,SMT,5,4,0.0,expand,
18199172,smtWeld,smtWeld,SMT,5,4,0.0,expand,
18199173,smtWeld,smtWeld,SMT,5,4,0.0,expand,-55℃~+150℃ 200uA@20V 20V 3A 550mV@3A 80A Standalone SMA(DO-214AC) Schottky Diodes ROHS
18199174,smtWeld,smtWeld,SMT,5,4,0.0,expand,
18199175,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199176,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199177,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199178,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199183,smtWeld,smtWeld,SMT,5,2,0.0,expand,
18199190,smtWeld,smtWeld,SMT,2,0,0.0,expand,-55℃~+150℃ 100V 120A 50uA@100V 5A 850mV@5A Standalone SMC Schottky Diodes ROHS
18199193,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199196,smtWeld,smtWeld,SMT,5,4,0.0,expand,
18199197,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199198,smtWeld,smtWeld,SMT,15,4,0.0,expand,
18199202,smtWeld,smtWeld,SMT,5,4,0.0,expand,
18199203,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+125℃ 1A 200uA@40V 30A 40V 550mV@1A Standalone SMAF Schottky Diodes ROHS
18199206,smtWeld,smtWeld,SMT,5,2,0.0,expand,
18199209,smtWeld,smtWeld,SMT,2,0,0.0,expand,
18199211,smtWeld,smtWeld,SMT,2,0,0.0,expand,
19077392,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077393,smtWeld,smtWeld,SMT,15,8,0.0,expand,
19077394,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077395,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077396,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077397,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077398,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077399,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+150℃ 1 Independent 350mW 3uA 4.09V~4.52V 4.3V 600Ω 90Ω SOD-123 Zener Diodes ROHS
19077400,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+150℃ 1 Independent 350mW 3uA 4.47V~4.94V 4.7V 500Ω 80Ω SOD-123 Zener Diodes ROHS
19077401,smtWeld,smtWeld,SMT,15,10,0.0,expand,
19077402,smtWeld,smtWeld,SMT,15,10,0.0,expand,
19077403,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077404,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077405,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077406,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077407,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077408,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077409,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077410,smtWeld,smtWeld,SMT,15,10,0.0,expand,
19077411,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077412,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077413,smtWeld,smtWeld,SMT,15,10,0.0,expand,
19077414,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077415,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077416,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077417,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077418,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077419,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077420,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+150℃ 1 Independent 100nA@25.2V 34.2V~37.8V 350mW 350Ω 36V 90Ω SOD-123 Zener Diodes ROHS
19077421,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077422,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077423,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077424,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+150℃ 1 Independent 3uA 500mW 5Ω 6.46V~7.14V 6.8V SOD-123 Zener Diodes ROHS
19077425,smtWeld,smtWeld,SMT,20,10,0.0,expand,
19077426,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077427,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077428,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077429,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077430,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077431,smtWeld,smtWeld,SMT,20,10,0.0,expand,
19077432,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077433,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077434,smtWeld,smtWeld,SMT,20,6,0.0,expand,-55℃~+150℃ 1 Independent 200mW 2uA@2V 480Ω 5.1V 5V~5.2V 60Ω SOD-323 Zener Diodes ROHS
19077435,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077436,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077437,smtWeld,smtWeld,SMT,20,10,0.0,expand,
19077438,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077439,smtWeld,smtWeld,SMT,20,10,0.0,expand,
19077440,smtWeld,smtWeld,SMT,20,10,0.0,expand,-55℃~+150℃ 1 Independent 200mW 2uA 4.8V~5.4V 480Ω 5.1V 60Ω SOD-323 Zener Diodes ROHS
19077441,smtWeld,smtWeld,SMT,20,8,0.0,expand,
19077442,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077443,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077444,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077445,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077446,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077447,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077448,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077449,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077450,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077451,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077452,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077453,smtWeld,smtWeld,SMT,20,6,0.0,expand,-55℃~+150℃ 1 Independent 1kΩ 200mW 3.1V~3.5V 3.3V 5uA@1V 95Ω SOD-323 Zener Diodes ROHS
19077454,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077455,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077456,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077457,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077458,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077459,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077460,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077461,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077462,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077463,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077464,smtWeld,smtWeld,SMT,20,8,0.0,expand,
19077465,smtWeld,smtWeld,SMT,20,6,0.0,expand,
19077467,smtWeld,smtWeld,SMT,10,4,0.0,expand,
19077468,smtWeld,smtWeld,SMT,10,4,0.0,expand,
19077469,smtWeld,smtWeld,SMT,10,4,0.0,expand,
19077470,smtWeld,smtWeld,SMT,10,4,0.0,expand,
19077471,smtWeld,smtWeld,SMT,10,4,0.0,expand,-55℃~+150℃ 1 Independent 100nA 11.4V~12.7V 12V 150Ω 25Ω 300mW SOT-23 Zener Diodes ROHS
19077473,smtWeld,smtWeld,SMT,10,4,0.0,expand,
19077474,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077475,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077476,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077477,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077478,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077479,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077480,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077481,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077482,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077484,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077485,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077487,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077489,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077490,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077491,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077493,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077494,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077495,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077497,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077498,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077501,smtWeld,smtWeld,SMT,15,4,0.0,expand,-55℃~+150℃ 1 11.2V 17.9A@10/1000us 200W@10/1000us 250uA 6.5V 7.98V Bidirectional IEC 61000-4-2 TVS SOD-123FL ESD and Surge Protection (TVS/ESD) ROHS
19077502,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077503,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077504,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077505,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077506,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077507,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077508,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077512,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077513,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077514,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077515,smtWeld,smtWeld,SMT,15,8,0.0,expand,
19077516,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077517,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077518,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077519,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077520,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077521,smtWeld,smtWeld,SMT,15,4,0.0,expand,
19077525,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077529,smtWeld,smtWeld,SMT,5,2,0.0,expand,-55℃~+150℃ 12V 200uA 33.3A@10/1000us 400W@10/1000us 7V 8.6V Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS
19077530,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077533,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077534,smtWeld,smtWeld,SMT,5,2,0.0,expand,-55℃~+150℃ 13V 15.9V 18.6A@10/1000us 1uA 21.5V 400W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS
19077535,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077537,smtWeld,smtWeld,SMT,5,2,0.0,expand,-55℃~+150℃ 15.4A 16V 19.7V 1uA 26V 400W@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS
19077539,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077540,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077541,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077546,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077548,smtWeld,smtWeld,SMT,5,4,0.0,expand,-55℃~+150℃ 1uA 30V 36.8V 400W@10/1000us 48.4V 8.3A@10/1000us Bidirectional IEC 61000-4-2 TVS DO-214AC(SMA) ESD and Surge Protection (TVS/ESD) ROHS
19077549,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077553,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077554,smtWeld,smtWeld,SMT,5,4,0.0,expand,
19077555,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077556,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077557,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077559,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077560,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077563,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077564,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077565,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077567,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077568,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077569,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077570,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077571,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077572,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077573,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077574,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077575,smtWeld,smtWeld,SMT,5,2,0.0,expand,-55℃~+150℃ 18.52A@10/1000us 20V 24.5V 32.4V 5uA 600W@10/1000us IEC 61000-4-2 TVS Unidirectional DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS
19077576,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077577,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077578,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077580,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077583,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077586,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077587,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077590,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077592,smtWeld,smtWeld,SMT,5,2,0.0,expand,-55℃~+150℃ 1 58V 5uA 6.41A@10/1000us 600W@10/1000us 71.2V 93.6V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Protection (TVS/ESD) ROHS
19077593,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077594,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077595,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077597,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077598,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077599,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077600,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077601,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077602,smtWeld,smtWeld,SMT,5,2,0.0,expand,
19077603,smtWeld,smtWeld,SMT,2,0,0.0,expand,
19077604,smtWeld,smtWeld,SMT,2,0,0.0,expand,
19077606,smtWeld,smtWeld,SMT,2,0,0.0,expand,
19077607,smtWeld,smtWeld,SMT,2,0,0.0,expand,
